aggregation_weighting,amounts_per_partner,dataset_name,epoch_count,final_relative_nb_samples,gradient_updates_per_pass_count,is_early_stopping,learning_computation_time_sec,minibatch_count,mpl_nb_epochs_done,mpl_test_score,multi_partner_learning_approach,nb_samples_used,partners_count,samples_split_option,scenario_name,short_scenario_name,single_partner_test_mode,test_data_samples_count,train_data_samples_count,random_state,scenario_id
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,263.5128574632108,10.0,6.0,0.10000000149011612,seqavg,40000.0,3.0,stratified,scenario_16_repeat_5_2020-06-16_01h30_bf9,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,4,15
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,648.3058404698968,10.0,11.0,0.9890000224113464,fedavg,48000.0,3.0,random,scenario_1_repeat_6_2020-06-16_01h34_3f6,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,0
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,145.69846972078085,10.0,7.0,0.9902999997138977,seq-pure,48000.0,3.0,random,scenario_2_repeat_6_2020-06-16_01h45_c74,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,1
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,161.23102247342467,10.0,7.0,0.9883000254631042,seq-with-final-agg,48000.0,3.0,random,scenario_3_repeat_6_2020-06-16_01h48_91c,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,2
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,308.11411823518574,10.0,7.0,0.9891999959945679,seqavg,48000.0,3.0,random,scenario_4_repeat_6_2020-06-16_01h50_a09,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,3
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,549.7771628648043,10.0,10.0,0.955299973487854,fedavg,48000.0,3.0,stratified,scenario_5_repeat_6_2020-06-16_01h55_b5a,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,4
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,268.4468724038452,10.0,9.0,0.982699990272522,seq-pure,48000.0,3.0,stratified,scenario_6_repeat_6_2020-06-16_02h05_160,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,5
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,199.6553421728313,10.0,11.0,0.9865000247955322,seq-with-final-agg,48000.0,3.0,stratified,scenario_7_repeat_6_2020-06-16_02h09_47b,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,6
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,366.77901432849467,10.0,12.0,0.9807999730110168,seqavg,48000.0,3.0,stratified,scenario_8_repeat_6_2020-06-16_02h12_840,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,5,7
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,3367.4494686610997,10.0,31.0,0.7415000200271606,fedavg,40000.0,3.0,random,scenario_9_repeat_6_2020-06-16_02h19_b82,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,8
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,622.8055552616715,10.0,22.0,0.6179999709129333,seq-pure,40000.0,3.0,random,scenario_10_repeat_6_2020-06-16_03h15_fa1,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,9
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1277.1830426361412,10.0,44.0,0.7149999737739563,seq-with-final-agg,40000.0,3.0,random,scenario_11_repeat_6_2020-06-16_03h25_179,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,10
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1555.751428147778,10.0,23.0,0.7544000148773193,seqavg,40000.0,3.0,random,scenario_12_repeat_6_2020-06-16_03h46_3a9,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,11
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1600.9403565488756,10.0,12.0,0.36410000920295715,fedavg,40000.0,3.0,stratified,scenario_13_repeat_6_2020-06-16_04h12_55e,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,12
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,453.0365656763315,10.0,5.0,0.21879999339580536,seq-pure,40000.0,3.0,stratified,scenario_14_repeat_6_2020-06-16_04h39_d35,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,13
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,233.4294766075909,10.0,9.0,0.34040001034736633,seq-with-final-agg,40000.0,3.0,stratified,scenario_15_repeat_6_2020-06-16_04h47_0d1,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,14
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,231.2717693913728,10.0,5.0,0.14399999380111694,seqavg,40000.0,3.0,stratified,scenario_16_repeat_6_2020-06-16_04h51_817,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,5,15
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,831.6536891274154,10.0,9.0,0.9897000193595886,fedavg,48000.0,3.0,random,scenario_1_repeat_7_2020-06-16_04h55_4e6,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,0
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,98.49976704828441,10.0,5.0,0.983299970626831,seq-pure,48000.0,3.0,random,scenario_2_repeat_7_2020-06-16_05h09_5ce,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,1
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,148.20199779048562,10.0,7.0,0.9890999794006348,seq-with-final-agg,48000.0,3.0,random,scenario_3_repeat_7_2020-06-16_05h10_375,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,2
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,210.38571908324957,10.0,7.0,0.989799976348877,seqavg,48000.0,3.0,random,scenario_4_repeat_7_2020-06-16_05h13_e60,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,3
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,411.50836912728846,10.0,6.0,0.9039999842643738,fedavg,48000.0,3.0,stratified,scenario_5_repeat_7_2020-06-16_05h16_48a,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,4
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,550.9569005966187,10.0,11.0,0.9871000051498413,seq-pure,48000.0,3.0,stratified,scenario_6_repeat_7_2020-06-16_05h23_2d0,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,5
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,224.30954748764634,10.0,11.0,0.987500011920929,seq-with-final-agg,48000.0,3.0,stratified,scenario_7_repeat_7_2020-06-16_05h32_53d,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,6
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,449.6930590290576,10.0,15.0,0.9847000241279602,seqavg,48000.0,3.0,stratified,scenario_8_repeat_7_2020-06-16_05h36_1bf,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,6,7
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,4017.163619160652,10.0,29.0,0.7351999878883362,fedavg,40000.0,3.0,random,scenario_9_repeat_7_2020-06-16_05h44_5e3,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,8
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,222.32959060929716,10.0,9.0,0.49410000443458557,seq-pure,40000.0,3.0,random,scenario_10_repeat_7_2020-06-16_06h51_a40,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,9
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1512.4322320707142,10.0,42.0,0.7019000053405762,seq-with-final-agg,40000.0,3.0,random,scenario_11_repeat_7_2020-06-16_06h54_f24,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,10
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1365.6720278989524,10.0,22.0,0.7569000124931335,seqavg,40000.0,3.0,random,scenario_12_repeat_7_2020-06-16_07h20_6f7,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,11
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,943.2629917450249,10.0,9.0,0.3977999985218048,fedavg,40000.0,3.0,stratified,scenario_13_repeat_7_2020-06-16_07h42_0bc,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,12
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,127.28801849856973,10.0,5.0,0.19370000064373016,seq-pure,40000.0,3.0,stratified,scenario_14_repeat_7_2020-06-16_07h58_6ca,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,13
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,332.29963314160705,10.0,13.0,0.37700000405311584,seq-with-final-agg,40000.0,3.0,stratified,scenario_15_repeat_7_2020-06-16_08h00_7de,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,14
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,470.84238694421947,10.0,10.0,0.14730000495910645,seqavg,40000.0,3.0,stratified,scenario_16_repeat_7_2020-06-16_08h06_d79,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,6,15
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,460.27747826464474,10.0,9.0,0.9886999726295471,fedavg,48000.0,3.0,random,scenario_1_repeat_8_2020-06-16_08h14_55d,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,0
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,143.08922566473484,10.0,7.0,0.9897000193595886,seq-pure,48000.0,3.0,random,scenario_2_repeat_8_2020-06-16_08h22_c62,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,1
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,148.49879379570484,10.0,7.0,0.9890999794006348,seq-with-final-agg,48000.0,3.0,random,scenario_3_repeat_8_2020-06-16_08h24_2a5,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,2
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,216.53547021001577,10.0,7.0,0.9887999892234802,seqavg,48000.0,3.0,random,scenario_4_repeat_8_2020-06-16_08h26_10e,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,3
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,318.7995722219348,10.0,6.0,0.8611999750137329,fedavg,48000.0,3.0,stratified,scenario_5_repeat_8_2020-06-16_08h30_54d,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,4
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,185.0148166809231,10.0,9.0,0.9843999743461609,seq-pure,48000.0,3.0,stratified,scenario_6_repeat_8_2020-06-16_08h35_306,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,5
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,278.09633279405534,10.0,13.0,0.9889000058174133,seq-with-final-agg,48000.0,3.0,stratified,scenario_7_repeat_8_2020-06-16_08h39_e01,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,6
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,441.9083250295371,10.0,15.0,0.9851999878883362,seqavg,48000.0,3.0,stratified,scenario_8_repeat_8_2020-06-16_08h43_432,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,7,7
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,2513.7669189870358,10.0,25.0,0.7317000031471252,fedavg,40000.0,3.0,random,scenario_9_repeat_8_2020-06-16_08h51_b87,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,8
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,238.8954679109156,10.0,9.0,0.4803999960422516,seq-pure,40000.0,3.0,random,scenario_10_repeat_8_2020-06-16_09h32_19b,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,9
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1330.2453340440989,10.0,50.0,0.727400004863739,seq-with-final-agg,40000.0,3.0,random,scenario_11_repeat_8_2020-06-16_09h37_b03,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,10
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1274.9887103550136,10.0,27.0,0.7645000219345093,seqavg,40000.0,3.0,random,scenario_12_repeat_8_2020-06-16_09h59_c36,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,11
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1074.5851592719555,10.0,11.0,0.3837999999523163,fedavg,40000.0,3.0,stratified,scenario_13_repeat_8_2020-06-16_10h20_801,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,12
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,132.42625320330262,10.0,5.0,0.18330000340938568,seq-pure,40000.0,3.0,stratified,scenario_14_repeat_8_2020-06-16_10h38_903,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,13
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,401.2461715899408,10.0,15.0,0.38420000672340393,seq-with-final-agg,40000.0,3.0,stratified,scenario_15_repeat_8_2020-06-16_10h40_eec,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,14
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,228.39113982394338,10.0,5.0,0.10000000149011612,seqavg,40000.0,3.0,stratified,scenario_16_repeat_8_2020-06-16_10h47_d8b,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,7,15
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,469.26616718806326,10.0,9.0,0.9890999794006348,fedavg,48000.0,3.0,random,scenario_1_repeat_9_2020-06-16_10h51_c43,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,0
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,101.31422121077776,10.0,5.0,0.9871000051498413,seq-pure,48000.0,3.0,random,scenario_2_repeat_9_2020-06-16_10h59_8a0,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,1
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,169.77882346138358,10.0,8.0,0.9894999861717224,seq-with-final-agg,48000.0,3.0,random,scenario_3_repeat_9_2020-06-16_11h00_988,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,2
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,223.06229288131,10.0,7.0,0.9886999726295471,seqavg,48000.0,3.0,random,scenario_4_repeat_9_2020-06-16_11h03_07f,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,3
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,297.01051241345704,10.0,6.0,0.9045000076293945,fedavg,48000.0,3.0,stratified,scenario_5_repeat_9_2020-06-16_11h07_d0c,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,4
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,246.39362984150648,10.0,11.0,0.987500011920929,seq-pure,48000.0,3.0,stratified,scenario_6_repeat_9_2020-06-16_11h12_b39,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,5
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,245.2141314074397,10.0,12.0,0.9861000180244446,seq-with-final-agg,48000.0,3.0,stratified,scenario_7_repeat_9_2020-06-16_11h16_7fa,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,6
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,405.55705386959016,10.0,14.0,0.9861999750137329,seqavg,48000.0,3.0,stratified,scenario_8_repeat_9_2020-06-16_11h20_d64,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,8,7
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,3008.043728493154,10.0,28.0,0.7289999723434448,fedavg,40000.0,3.0,random,scenario_9_repeat_9_2020-06-16_11h27_190,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,8
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,240.08006011508405,10.0,9.0,0.48330000042915344,seq-pure,40000.0,3.0,random,scenario_10_repeat_9_2020-06-16_12h17_506,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,9
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1434.7044759653509,10.0,50.0,0.7235000133514404,seq-with-final-agg,40000.0,3.0,random,scenario_11_repeat_9_2020-06-16_12h21_de4,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,10
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1281.8758549802005,10.0,25.0,0.7615000009536743,seqavg,40000.0,3.0,random,scenario_12_repeat_9_2020-06-16_12h45_7b3,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,11
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1806.7699030153453,10.0,16.0,0.39590001106262207,fedavg,40000.0,3.0,stratified,scenario_13_repeat_9_2020-06-16_13h07_8fc,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,12
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,129.19699930213392,10.0,5.0,0.23680000007152557,seq-pure,40000.0,3.0,stratified,scenario_14_repeat_9_2020-06-16_13h37_462,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,13
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,217.90227109193802,10.0,8.0,0.361299991607666,seq-with-final-agg,40000.0,3.0,stratified,scenario_15_repeat_9_2020-06-16_13h39_81c,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,14
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,273.2998245153576,10.0,6.0,0.10000000149011612,seqavg,40000.0,3.0,stratified,scenario_16_repeat_9_2020-06-16_13h43_47c,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,8,15
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,520.3577969241887,10.0,9.0,0.9896000027656555,fedavg,48000.0,3.0,random,scenario_1_repeat_10_2020-06-16_13h47_cbd,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,0
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,182.71257983706892,10.0,9.0,0.9890999794006348,seq-pure,48000.0,3.0,random,scenario_2_repeat_10_2020-06-16_13h56_c52,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,1
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,168.36671988479793,10.0,8.0,0.9883000254631042,seq-with-final-agg,48000.0,3.0,random,scenario_3_repeat_10_2020-06-16_13h59_e25,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,2
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,291.76054382137954,10.0,7.0,0.9902999997138977,seqavg,48000.0,3.0,random,scenario_4_repeat_10_2020-06-16_14h02_e20,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,3
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,357.3776564784348,10.0,6.0,0.8956999778747559,fedavg,48000.0,3.0,stratified,scenario_5_repeat_10_2020-06-16_14h07_38f,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,4
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,190.2153057809919,10.0,9.0,0.9836000204086304,seq-pure,48000.0,3.0,stratified,scenario_6_repeat_10_2020-06-16_14h13_06a,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,5
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,359.7490195762366,10.0,12.0,0.9871000051498413,seq-with-final-agg,48000.0,3.0,stratified,scenario_7_repeat_10_2020-06-16_14h16_b33,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,6
uniform,"[0.4, 0.3, 0.3]",mnist,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,816.6736128535122,10.0,14.0,0.9882000088691711,seqavg,48000.0,3.0,stratified,scenario_8_repeat_10_2020-06-16_14h22_49e,"3 [0.4, 0.3, 0.3]",global,10000.0,48000.0,9,7
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,3112.645870719105,10.0,24.0,0.7296000123023987,fedavg,40000.0,3.0,random,scenario_9_repeat_10_2020-06-16_14h35_e30,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,8
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,752.8408500757068,10.0,17.0,0.5547000169754028,seq-pure,40000.0,3.0,random,scenario_10_repeat_10_2020-06-16_15h27_598,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,9
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1494.9827765002847,10.0,38.0,0.6967999935150146,seq-with-final-agg,40000.0,3.0,random,scenario_11_repeat_10_2020-06-16_15h40_7de,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,10
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1829.645917300135,10.0,29.0,0.7639999985694885,seqavg,40000.0,3.0,random,scenario_12_repeat_10_2020-06-16_16h05_1e0,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,11
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,1691.4715101346374,10.0,14.0,0.3977000117301941,fedavg,40000.0,3.0,stratified,scenario_13_repeat_10_2020-06-16_16h35_dda,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,12
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,131.66987722739577,10.0,5.0,0.22830000519752502,seq-pure,40000.0,3.0,stratified,scenario_14_repeat_10_2020-06-16_17h04_d3f,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,13
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,385.90663489326835,10.0,11.0,0.3747999966144562,seq-with-final-agg,40000.0,3.0,stratified,scenario_15_repeat_10_2020-06-16_17h06_aef,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,14
uniform,"[0.4, 0.3, 0.3]",cifar10,50.0,"[0.4, 0.3, 0.3]",8.0,1.0,631.1842677313834,10.0,5.0,0.10000000149011612,seqavg,40000.0,3.0,stratified,scenario_16_repeat_10_2020-06-16_17h12_27c,"3 [0.4, 0.3, 0.3]",global,10000.0,40000.0,9,15
